Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2021-05-25,89.96,89.96,83.51,84.56,41190,,,
2021-05-26,84.5,85.98,84.5,84.79,15598,,,
2021-05-27,85.5,87.88,84.11,84.49,15416,,,
2021-05-28,86.0,86.0,83.52,83.63,29126,,,
2021-05-31,85.0,85.8,83.31,83.76,32405,,,
2021-06-01,83.5,84.87,83.3,84.04,19069,,,
2021-06-02,85.0,85.48,82.05,84.66,13172,,,
2021-06-03,84.84,87.98,84.06,85.01,31252,,,
2021-06-04,86.0,86.0,84.2,84.99,29259,,,
2021-06-07,85.98,85.98,84.55,84.75,14478,,,
2021-06-08,82.83,85.5,82.83,85.19,6783,,,
2021-06-09,86.5,86.5,85.1,85.43,29900,,,
2021-06-10,85.43,87.49,84.93,86.68,105058,,,
2021-06-11,87.0,87.5,86.3,86.94,17329,,,
2021-06-14,87.0,87.5,86.09,87.29,33665,,,
2021-06-15,87.99,87.99,86.78,86.84,122481,,,
2021-06-16,86.84,87.98,86.4,86.7,4717,,,
2021-06-17,87.48,87.48,85.39,85.79,70480,,,
2021-06-18,86.59,86.78,84.53,85.59,11272,,,
2021-06-21,86.0,86.0,84.65,84.94,11395,,,
2021-06-22,86.0,86.0,84.94,85.41,122060,,,
2021-06-23,85.9,86.0,85.0,85.02,6971,,,
2021-06-24,85.0,85.2,84.7,84.85,12885,,,
2021-06-25,85.05,86.49,85.01,85.92,9007,,,
2021-06-28,85.6,86.98,85.11,86.81,12817,,,
2021-06-29,86.81,87.6,86.8,87.54,11535,,,
2021-06-30,88.25,88.25,87.55,87.86,14794,,,
2021-07-01,88.25,94.0,87.8,88.28,41934,,,
2021-07-02,88.85,89.2,88.55,88.84,15598,,,
2021-07-05,89.0,89.99,89.0,89.02,16093,,,
2021-07-06,90.25,90.88,88.6,88.73,10718,,,
2021-07-07,88.5,89.98,88.0,88.97,5936,,,
2021-07-08,88.94,89.96,87.8,87.89,15846,,,
2021-07-09,87.82,88.55,87.8,88.54,16859,,,
2021-07-12,89.88,89.88,87.33,88.13,8215,,,
2021-07-13,88.45,89.44,88.14,88.81,4874,,,
2021-07-14,88.81,88.99,88.58,88.89,3566,,,
2021-07-15,88.61,89.6,88.61,88.92,5079,,,
2021-07-16,88.92,90.0,88.92,89.47,112242,,,
2021-07-19,89.98,89.99,88.07,89.75,5055,,,
2021-07-20,89.5,89.99,89.0,89.06,11163,,,
2021-07-22,89.0,90.0,89.0,89.73,6028,,,
2021-07-23,89.73,90.05,89.35,89.85,4140,,,
2021-07-26,88.33,90.2,88.33,90.16,105670,,,
2021-07-27,90.3,90.7,87.2,87.96,76258,,,
2021-07-28,89.48,89.48,86.44,86.72,27416,,,
2021-07-29,86.96,88.48,86.6,86.96,6810,,,
2021-07-30,86.96,88.56,86.5,87.59,45548,,,
2021-08-02,87.63,89.65,87.63,89.61,18507,,,
2021-08-03,90.5,90.5,89.1,90.16,27740,,,
2021-08-04,90.9,91.0,89.05,89.76,22592,,,
2021-08-05,89.0,91.0,89.0,90.18,8599,,,
2021-08-06,90.25,90.95,89.8,90.23,9648,,,
2021-08-09,91.0,91.48,89.65,89.74,3260,,,
2021-08-10,89.74,91.0,89.74,90.13,22442,,,
2021-08-11,94.55,94.55,88.31,89.26,4475,,,
2021-08-12,89.5,90.0,88.07,89.11,5020,,,
2021-08-13,92.93,92.93,87.67,88.29,26867,,,
2021-08-16,89.68,89.68,87.46,88.59,26543,,,
2021-08-17,88.0,89.9,88.0,89.46,12414,,,
2021-08-18,90.5,90.5,89.0,89.89,21397,,,
2021-08-20,89.89,90.0,88.0,88.22,9930,,,
2021-08-23,87.0,89.69,85.58,87.97,12956,,,
2021-08-24,87.97,89.0,87.03,88.86,2550,,,
2021-08-25,89.0,89.0,88.31,88.61,2022,,,
2021-08-26,88.0,89.3,87.3,88.29,6343,,,
2021-08-27,88.29,88.99,87.3,88.19,24681,,,
2021-08-30,89.0,91.0,87.5,89.94,100684,,,
2021-08-31,90.0,91.8,90.0,91.34,34167,,,
2021-09-01,91.4,92.29,91.3,91.88,8645,,,
2021-09-02,91.89,92.7,91.88,92.24,66073,,,
2021-09-03,92.24,92.8,92.24,92.61,7340,,,
2021-09-06,95.0,95.0,92.0,92.3,7686,,,
2021-09-07,92.85,92.85,91.65,91.8,3462,,,
2021-09-08,91.8,92.19,90.32,91.2,7953,,,
2021-09-09,91.4,91.4,90.65,91.25,4431,,,
2021-09-13,92.68,92.68,90.05,91.1,7519,,,
2021-09-14,91.1,92.0,91.1,91.79,6435,,,
2021-09-15,92.8,92.8,91.0,92.28,1032106,,,
2021-09-16,92.0,92.85,91.8,91.85,11151,,,
2021-09-17,91.82,92.46,90.81,91.5,8510,,,
2021-09-20,91.5,91.5,90.0,90.05,11027,,,
2021-09-21,90.05,90.6,89.55,90.52,5765,,,
2021-09-22,90.8,91.0,90.5,90.81,3653,,,
2021-09-23,90.8,91.4,90.7,91.11,6242,,,
2021-09-24,91.15,91.97,89.72,90.08,12356,,,
2021-09-27,91.94,91.94,88.8,88.87,9566,,,
2021-09-28,89.0,90.0,87.95,88.16,9216,,,
2021-09-29,89.68,90.0,88.7,89.56,8763,,,
2021-09-30,90.0,90.46,89.15,90.1,31330,,,
2021-10-01,91.94,91.94,89.71,90.32,11401,,,
2021-10-04,90.32,92.13,90.32,91.83,28875,,,
2021-10-05,92.5,92.6,90.4,90.79,104219,,,
2021-10-06,92.38,92.38,89.11,89.36,17100,,,
2021-10-07,90.95,90.95,89.66,90.07,2328,,,
2021-10-08,90.0,90.7,89.5,89.51,45525,,,
2021-10-11,90.98,90.98,89.3,90.24,19769,,,
2021-10-12,90.2,91.1,89.24,90.25,68424,,,
2021-10-13,90.2,91.04,89.27,90.9,31685,,,
2021-10-14,91.5,91.5,90.8,90.98,26125,,,
2021-10-18,90.98,91.2,89.95,90.43,9346,,,
2021-10-19,90.0,91.15,89.5,89.79,79835,,,
2021-10-20,90.38,90.38,87.6,87.84,33425,,,
2021-10-21,87.87,88.64,87.06,87.34,67778,,,
2021-10-22,88.9,88.9,85.67,86.19,29849,,,
2021-10-25,86.19,86.9,84.71,86.3,47650,,,
2021-10-26,86.99,86.99,86.3,86.61,7878,,,
2021-10-27,86.11,88.34,86.11,87.85,62953,,,
2021-10-28,87.85,89.0,86.0,86.22,87711,,,
2021-10-29,88.6,88.6,85.0,86.86,14870,,,
2021-11-01,86.75,87.8,86.31,87.55,18434,,,
2021-11-02,88.88,88.88,86.45,87.09,16856,,,
2021-11-03,86.95,87.5,86.25,86.73,13934,,,
2021-11-04,86.73,88.98,86.73,87.12,7897,,,
2021-11-08,87.98,87.98,85.5,86.16,144432,,,
2021-11-09,87.48,87.48,86.2,86.74,8488,,,
2021-11-10,87.2,87.25,86.65,87.09,5140,,,
2021-11-11,85.56,88.8,85.56,86.1,9069,,,
2021-11-12,86.1,86.77,86.0,86.59,18409,,,
2021-11-15,87.98,88.3,85.53,88.2,74477,,,
2021-11-16,88.2,88.68,87.55,87.6,34183,,,
2021-11-17,86.0,88.4,86.0,87.7,34683,,,
2021-11-18,88.65,88.65,86.11,86.66,40268,,,
2021-11-22,86.66,87.78,84.61,84.65,40810,,,
2021-11-23,84.65,86.65,84.0,86.43,45361,,,
2021-11-24,85.03,86.98,85.03,85.94,5319,,,
2021-11-25,86.0,87.71,85.85,87.03,64172,,,
2021-11-26,87.0,89.45,87.0,89.21,169840,,,
2021-11-29,90.48,90.48,87.33,88.15,191055,,,
2021-11-30,89.6,89.6,86.73,88.09,62242,,,
