Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-16,3678285,41398,88.85,1848321,
2022-11-17,598178,14595,40.99,266910,
2022-11-18,382364,8287,46.14,180693,
2022-11-21,1246319,14121,88.26,767471,
2022-11-22,399287,6287,63.51,266897,
2022-11-23,194186,4662,41.65,110722,
2022-11-24,845293,15551,54.36,369402,
2022-11-25,1847437,34677,53.28,984580,
2022-11-28,2421780,33648,71.97,1591870,
2022-11-29,2731172,40455,67.51,1213602,
2022-11-30,719966,9767,73.71,439538,
2022-12-01,1070080,13466,79.47,740310,
2022-12-02,1111142,12780,86.94,752363,
2022-12-05,547728,9402,58.26,333193,
2022-12-06,430531,7321,58.81,236775,
2022-12-07,1990339,32311,61.6,680680,
2022-12-08,408752,8609,47.48,254824,
2022-12-09,311271,5332,58.38,190120,
2022-12-12,987898,20730,47.66,491657,
2022-12-13,542006,7040,76.99,355663,
2022-12-14,2150470,36432,59.03,1110615,
2022-12-15,516463,14501,35.62,265341,
2022-12-16,692523,12734,54.38,330629,
2022-12-19,434771,8917,48.76,279149,
2022-12-20,555940,13430,41.4,351476,
2022-12-21,751255,17814,42.17,456953,
2022-12-22,475783,15863,29.99,288719,
2022-12-23,815441,29070,28.05,596897,
2022-12-26,816845,12229,66.8,552220,
2022-12-27,351296,9579,36.67,187357,
2022-12-28,570479,11423,49.94,295828,
2022-12-29,285496,7885,36.21,105706,
2022-12-30,471607,12053,39.13,296918,
2023-01-02,199599,7212,27.68,46600,
2023-01-03,540995,12837,42.14,286225,
2023-01-04,471932,19717,23.94,266814,
2023-01-05,371510,5846,63.55,279370,
2023-01-06,187544,4636,40.45,107648,
2023-01-09,340898,8861,38.47,190353,
2023-01-10,380514,9066,41.97,180064,
2023-01-11,336049,7985,42.09,222497,
2023-01-12,224874,5752,39.09,131911,
2023-01-13,194604,7716,25.22,118541,
2023-01-16,121930,3477,35.07,66017,
2023-01-17,1183204,22830,51.83,538858,
2023-01-18,926734,17487,53.0,598954,
2023-01-19,393360,11466,34.31,166168,
2023-01-20,261728,10084,25.95,126888,
2023-01-23,296842,7200,41.23,199871,
2023-01-24,253670,6958,36.46,123876,
2023-01-25,306686,8245,37.2,151562,
2023-01-27,339041,10795,31.41,174182,
2023-01-30,159970,8260,19.37,70086,
2023-01-31,743633,26614,27.94,334843,
2023-02-01,955364,32657,29.25,481136,
2023-02-02,181202,6534,27.73,90159,
2023-02-03,199426,9414,21.18,74767,
2023-02-06,267548,12831,20.85,129631,
2023-02-07,194791,11167,17.44,99882,
2023-02-08,657768,22922,28.7,362872,
2023-02-09,240002,10964,21.89,98492,
2023-02-10,506615,23668,21.41,259540,
2023-02-13,327843,13900,23.59,149344,
2023-02-14,318019,12851,24.75,196238,
2023-02-15,287780,17248,16.68,112678,
2023-02-16,163822,7524,21.77,98606,
2023-02-17,124344,6309,19.71,58602,
2023-02-20,102280,5758,17.76,69227,
2023-02-21,191061,12903,14.81,79410,
2023-02-22,184657,9864,18.72,111927,
2023-02-23,133401,7898,16.89,77651,
2023-02-24,141020,6400,22.03,66855,
2023-02-27,147686,7178,20.57,77264,
2023-02-28,143717,7625,18.85,68093,
2023-03-01,145711,6205,23.48,106177,
2023-03-02,152248,3979,38.26,108175,
2023-03-03,510243,16264,31.37,403569,
2023-03-06,198221,4729,41.92,122611,
2023-03-08,99189,6116,16.22,48468,
2023-03-09,158838,4949,32.09,110595,
2023-03-10,100899,4393,22.97,57620,
2023-03-13,271332,15150,17.91,125167,
2023-03-14,325158,12739,25.52,219935,
2023-03-15,97967,4874,20.1,63976,
2023-03-16,105594,3626,29.12,61374,
2023-03-17,145547,7141,20.38,83132,
2023-03-20,60456,3118,19.39,29546,
2023-03-21,191468,10560,18.13,157852,
2023-03-22,101222,3134,32.3,72724,
2023-03-23,79601,3592,22.16,44262,
2023-03-24,66846,2235,29.91,46235,
2023-03-27,102276,6253,16.36,63496,
2023-03-28,153931,9286,16.58,68247,
2023-03-29,167490,8208,20.41,93237,
2023-03-31,156032,7235,21.57,93410,
2023-04-03,72622,3656,19.86,45441,
2023-04-05,164778,6621,24.89,47084,
2023-04-06,316227,15226,20.77,103782,
2023-04-10,87127,5084,17.14,39063,
2023-04-11,234184,9256,25.3,136696,
2023-04-12,196671,10306,19.08,93265,
2023-04-13,155991,6411,24.33,95554,
2023-04-17,250184,13825,18.1,129023,
2023-04-18,334752,16916,19.79,193200,
2023-04-19,242379,10617,22.83,118790,
2023-04-20,373986,10939,34.19,264220,
2023-04-21,129646,6779,19.12,85166,
2023-04-24,109338,6486,16.86,76083,
2023-04-25,171194,8437,20.29,103644,
2023-04-26,126174,9635,13.1,48654,
2023-04-27,68344,4623,14.78,43866,
2023-04-28,80127,4579,17.5,49502,
2023-05-02,393915,14557,27.06,239749,
2023-05-03,404446,30184,13.4,224990,
2023-05-04,373831,13767,27.15,217550,
2023-05-05,199245,9542,20.88,109316,
2023-05-08,92602,6326,14.64,44633,
2023-05-09,127046,9422,13.48,66639,
2023-05-10,151542,5815,26.06,76604,
2023-05-11,175736,8719,20.16,95595,
2023-05-12,535151,28171,19.0,315976,
2023-05-15,178316,11859,15.04,104138,
2023-05-16,290536,14790,19.64,176379,
2023-05-17,407453,12211,33.37,263401,
2023-05-18,533350,17379,30.69,350886,
2023-05-19,493945,24580,20.1,313178,
2023-05-22,720764,29401,24.51,550753,
2023-05-23,1803531,47693,37.82,782692,
2023-05-24,403155,14092,28.61,207728,
2023-05-25,489540,16251,30.12,289108,
2023-05-26,210185,9236,22.76,108760,
2023-05-29,179595,10866,16.53,71218,
2023-05-30,279335,9707,28.78,152288,
2023-05-31,901539,26601,33.89,540197,
2023-06-01,271432,12544,21.64,135389,
2023-06-02,148426,6509,22.8,77029,
2023-06-05,281471,12098,23.27,144962,
2023-06-06,265052,7287,36.37,187833,
2023-06-07,406593,12964,31.36,188836,
2023-06-08,221598,9477,23.38,134283,
2023-06-09,141312,6048,23.37,90046,
2023-06-12,566564,7281,77.81,493752,
2023-06-13,185153,8068,22.95,87793,
2023-06-14,225096,11331,19.87,137908,
2023-06-15,563552,33891,16.63,394869,
2023-06-16,282383,13683,20.64,178900,
2023-06-19,377429,15825,23.85,233757,
2023-06-20,113730,6300,18.05,63642,
2023-06-21,239545,8959,26.74,160190,
2023-06-22,270737,16216,16.7,119056,
2023-06-23,349267,20204,17.29,144906,
2023-06-26,111530,8873,12.57,58951,
2023-06-27,92916,8516,10.91,52930,
2023-06-28,107564,7317,14.7,45815,
2023-06-30,118838,7987,14.88,73180,
2023-07-03,123180,9759,12.62,64885,
2023-07-04,104048,6665,15.61,58055,
2023-07-05,220017,16121,13.65,132380,
2023-07-06,159531,9693,16.46,98251,
2023-07-07,89516,7589,11.8,54675,
2023-07-10,205728,12221,16.83,126149,
2023-07-11,132982,11608,11.46,69602,
2023-07-12,132711,13191,10.06,67576,
2023-07-13,171640,10751,15.97,102734,
2023-07-14,176320,10946,16.11,94500,
2023-07-17,270571,24973,10.83,146306,
2023-07-18,115611,8583,13.47,54472,
2023-07-19,231708,13902,16.67,120474,
2023-07-20,119457,9860,12.12,59270,
2023-07-21,71695,6158,11.64,30136,
2023-07-24,186426,8932,20.87,129787,
2023-07-25,71270,6174,11.54,37896,
2023-07-26,240417,20208,11.9,135116,
2023-07-27,100042,6376,15.69,42578,
2023-07-28,221565,16968,13.06,115835,
2023-07-31,141256,11589,12.19,80651,
2023-08-01,299382,17805,16.81,201500,
2023-08-02,382476,27218,14.05,191718,
2023-08-03,356643,23312,15.3,203453
2023-08-04,538916,34042,15.83,308290
2023-08-07,475601,23276,20.43,287783
2023-08-08,509385,17252,29.53,331441
2023-08-09,213145,15293,13.94,144874
2023-08-10,265541,22572,11.76,146366
2023-08-11,204756,14852,13.79,125964
2023-08-14,102857,11541,8.91,57497
2023-08-16,385681,23598,16.34,253409
2023-08-17,448046,28906,15.5,257514
2023-08-18,523397,21166,24.73,424769
2023-08-21,405510,19881,20.4,264133
2023-08-22,643847,29801,21.6,261802
2023-08-23,264583,12498,21.17,142235
2023-08-24,391488,19702,19.87,264389
2023-08-25,317891,14551,21.85,164419
2023-08-28,528544,26433,20.0,335638
2023-08-29,486332,17511,27.77,366379
2023-08-30,214771,11171,19.23,120112
2023-08-31,196421,11060,17.76,105036
2023-09-01,111269,9434,11.79,61725
2023-09-04,172057,12353,13.93,85186
2023-09-05,124939,7795,16.03,70337
2023-09-06,188361,13922,13.53,87394
2023-09-07,186343,13224,14.09,104582
2023-09-08,162153,11416,14.2,76812
2023-09-11,135928,8742,15.55,80604
2023-09-12,215483,14901,14.46,111608
2023-09-13,216134,16494,13.1,98546
2023-09-14,168757,12274,13.75,70725
2023-09-15,126174,9325,13.53,62968
2023-09-18,111820,9453,11.83,54177
2023-09-20,134453,9733,13.81,70515
2023-09-21,119461,8889,13.44,66743
2023-09-22,222694,10964,20.31,138181
2023-09-25,255415,12489,20.45,147912
2023-09-26,114822,7704,14.9,64448
2023-09-27,149388,9211,16.22,83824
2023-09-28,127018,11145,11.4,76116
2023-09-29,117217,8847,13.25,73909
